ci,name,is_pnl,is_ntrd,mc_pval,bootstrap_p5,passed_mc,oos_pnl,oos_ntrd,oos_pd,oos_pass
162,b5_r1_n8_E1_X3c_2_3,1471.6,222,0.0,2.52,1,539.7,73,1.26,1
163,b5_r1_n8_E1_X3c_2_5,1529.6,222,0.0,2.62,1,529.3,73,1.24,1
155,b5_r1_n8_E1_X3b_2,1507.9,222,0.0,2.58,1,522.8,73,1.22,1
171,b5_r1_n8_E2_X3b_3,1102.5,181,0.0,1.62,1,339.6,62,0.8,1
164,b5_r1_n8_E1_X3c_3_5,1096.4,213,0.0,1.56,1,267.9,72,0.63,1
156,b5_r1_n8_E1_X3b_3,1055.1,213,0.0,1.44,1,218.9,72,0.51,1
1101,b15_r1_n2_E2_X3b_3,3076.7,697,0.02,1.5,1,101.1,285,0.24,1
2379,b30_r2_n3_E1_X7_8,4059.3,127,0.011,2.89,1,-176.4,67,-0.41,0
2055,b20_r3_n4_E2_X1_3,1931.4,313,0.014,1.05,1,-393.2,119,-0.92,0
2128,b20_r3_n6_E2_X3c_2_5,1308.5,219,0.049,0.29,1,-513.6,70,-1.2,0
2127,b20_r3_n6_E2_X3c_2_3,1308.5,219,0.049,0.29,1,-513.6,70,-1.2,0
2626,b30_r3_n5_E2_X1_5,2094.4,97,0.04,0.4,1,-511.9,39,-1.2,0
2120,b20_r3_n6_E2_X3b_2,1308.5,219,0.049,0.29,1,-513.6,70,-1.2,0
2098,b20_r3_n5_E2_X3c_2_5,1341.4,276,0.037,0.08,1,-797.1,99,-1.87,0
2097,b20_r3_n5_E2_X3c_2_3,1341.4,276,0.037,0.08,1,-797.1,99,-1.87,0
2090,b20_r3_n5_E2_X3b_2,1341.4,276,0.037,0.08,1,-797.1,99,-1.87,0
2085,b20_r3_n5_E2_X1_3,1960.7,248,0.003,1.61,1,-828.8,87,-1.94,0
1655,b20_r1_n3_E1_X3b_2,2900.2,687,0.026,1.14,1,-846.2,264,-1.98,0
2118,b20_r3_n6_E2_X2,3057.5,219,0.01,2.45,1,-882.8,70,-2.07,0
2129,b20_r3_n6_E2_X3c_3_5,2785.5,219,0.016,1.9,1,-889.4,70,-2.08,0
2121,b20_r3_n6_E2_X3b_3,2785.5,219,0.016,1.9,1,-889.4,70,-2.08,0
2019,b20_r3_n3_E1_X7_8,3662.4,153,0.04,1.21,1,-1112.1,76,-2.6,0
2009,b20_r3_n2_E2_X3c_3_5,3239.9,494,0.019,1.12,1,-1129.0,174,-2.64,0
2001,b20_r3_n2_E2_X3b_3,3278.7,494,0.016,1.18,1,-1129.0,174,-2.64,0
2039,b20_r3_n3_E2_X3c_3_5,3283.4,493,0.028,1.16,1,-1129.0,174,-2.64,0
2031,b20_r3_n3_E2_X3b_3,3322.2,493,0.026,1.22,1,-1129.0,174,-2.64,0
2061,b20_r3_n4_E2_X3b_3,2979.7,354,0.02,1.16,1,-1194.3,132,-2.8,0
2069,b20_r3_n4_E2_X3c_3_5,2979.7,354,0.02,1.16,1,-1194.3,132,-2.8,0
2018,b20_r3_n3_E1_X7_5,3181.4,163,0.048,-0.11,1,-1284.1,80,-3.01,0
2376,b30_r2_n3_E1_X3b_3,3367.2,204,0.034,0.94,1,-1304.1,92,-3.05,0
2384,b30_r2_n3_E1_X3c_3_5,3497.7,204,0.029,1.17,1,-1371.3,94,-3.21,0
2058,b20_r3_n4_E2_X2,3345.3,353,0.014,1.99,1,-1373.3,132,-3.22,0
2028,b20_r3_n3_E2_X2,3425.6,492,0.025,1.63,1,-1466.2,175,-3.43,0
1998,b20_r3_n2_E2_X2,3373.4,493,0.025,0.95,1,-1466.2,175,-3.43,0
2091,b20_r3_n5_E2_X3b_3,3398.5,276,0.009,2.66,1,-1488.9,99,-3.49,0
2099,b20_r3_n5_E2_X3c_3_5,3398.5,276,0.009,2.66,1,-1488.9,99,-3.49,0
2088,b20_r3_n5_E2_X2,3632.3,276,0.004,3.04,1,-1583.7,99,-3.71,0
2073,b20_r3_n5_E1_X2,3008.5,383,0.037,0.53,1,-1696.3,132,-3.97,0
