ci,name,is_pnl,is_ntrd,mc_pval,bootstrap_p5,passed_mc,oos_pnl,oos_ntrd,oos_pd,oos_pass
169,b5_r1_n8_E2_X3b_1,1933.7,170,0.0,3.85,1,913.7,77,2.14,1
176,b5_r1_n8_E2_X3c_1_5,1933.7,170,0.0,3.85,1,913.7,77,2.14,1
132,b5_r1_n6_E1_X3c_2_3,1482.5,740,0.0,2.4,1,911.6,317,2.14,1
161,b5_r1_n8_E1_X3c_1_5,1871.3,198,0.0,3.68,1,907.6,93,2.13,1
154,b5_r1_n8_E1_X3b_1,1871.3,198,0.0,3.68,1,907.6,93,2.13,1
125,b5_r1_n6_E1_X3b_2,1654.4,737,0.0,2.61,1,907.2,316,2.13,1
160,b5_r1_n8_E1_X3c_1_3,1871.3,198,0.0,3.68,1,907.6,93,2.13,1
80,b5_r1_n4_E2_X3b_2,1534.1,1981,0.0,1.95,1,896.4,889,2.1,1
117,b5_r1_n5_E2_X3c_2_3,2236.2,997,0.0,4.0,1,888.0,433,2.08,1
536,b5_r3_n8_E2_X3c_1_5,1645.8,1200,0.0,2.61,1,889.1,541,2.08,1
535,b5_r3_n8_E2_X3c_1_3,1645.8,1200,0.0,2.61,1,889.1,541,2.08,1
529,b5_r3_n8_E2_X3b_1,1608.2,1199,0.0,2.56,1,889.1,541,2.08,1
484,b5_r3_n6_E1_X3b_1,2778.4,3268,0.0,4.75,1,882.3,1432,2.07,1
140,b5_r1_n6_E2_X3b_2,2089.5,520,0.0,3.89,1,878.2,220,2.06,1
148,b5_r1_n6_E2_X3c_2_5,1987.5,520,0.0,3.69,1,866.0,220,2.03,1
147,b5_r1_n6_E2_X3c_2_3,1972.2,520,0.0,3.67,1,863.3,220,2.02,1
514,b5_r3_n8_E1_X3b_1,2563.4,1697,0.0,4.65,1,830.8,763,1.95,1
521,b5_r3_n8_E1_X3c_1_5,2657.1,1699,0.0,4.87,1,830.8,763,1.95,1
520,b5_r3_n8_E1_X3c_1_3,2657.1,1699,0.0,4.87,1,830.8,763,1.95,1
626,b10_r1_n4_E2_X3c_1_5,1271.3,499,0.0,1.78,1,764.3,257,1.79,1
625,b10_r1_n4_E2_X3c_1_3,1199.2,497,0.002,1.61,1,764.3,257,1.79,1
619,b10_r1_n4_E2_X3b_1,1199.2,497,0.002,1.61,1,764.3,257,1.79,1
95,b5_r1_n5_E1_X3b_2,1480.9,1565,0.0,1.64,1,749.5,683,1.76,1
596,b10_r1_n3_E2_X3c_1_5,1584.4,1086,0.001,1.8,1,697.7,531,1.64,1
595,b10_r1_n3_E2_X3c_1_3,1502.8,1080,0.0,1.6,1,676.3,531,1.59,1
589,b10_r1_n3_E2_X3b_1,1502.8,1080,0.0,1.6,1,622.3,530,1.46,1
177,b5_r1_n8_E2_X3c_2_3,1235.7,168,0.0,2.22,1,553.4,76,1.3,1
170,b5_r1_n8_E2_X3b_2,1242.5,168,0.0,2.22,1,546.1,76,1.28,1
178,b5_r1_n8_E2_X3c_2_5,1227.1,168,0.0,2.2,1,546.1,76,1.28,1
162,b5_r1_n8_E1_X3c_2_3,1113.5,196,0.0,1.93,1,532.2,92,1.25,1
155,b5_r1_n8_E1_X3b_2,1114.2,196,0.0,1.91,1,514.8,92,1.21,1
163,b5_r1_n8_E1_X3c_2_5,1068.3,196,0.0,1.82,1,502.9,92,1.18,1
649,b10_r1_n5_E2_X3b_1,973.7,244,0.0,1.38,1,475.6,119,1.11,1
656,b10_r1_n5_E2_X3c_1_5,1016.6,245,0.0,1.49,1,475.6,119,1.11,1
655,b10_r1_n5_E2_X3c_1_3,973.7,244,0.0,1.38,1,475.6,119,1.11,1
686,b10_r1_n6_E2_X3c_1_5,615.4,103,0.0,0.85,1,390.5,58,0.92,1
679,b10_r1_n6_E2_X3b_1,615.4,103,0.0,0.85,1,390.5,58,0.92,1
685,b10_r1_n6_E2_X3c_1_3,615.4,103,0.0,0.85,1,390.5,58,0.92,1
179,b5_r1_n8_E2_X3c_3_5,634.3,166,0.0,0.78,1,329.0,75,0.77,1
164,b5_r1_n8_E1_X3c_3_5,488.8,193,0.003,0.45,1,279.3,91,0.65,1
171,b5_r1_n8_E2_X3b_3,722.6,165,0.0,0.93,1,267.7,75,0.63,1
149,b5_r1_n6_E2_X3c_3_5,929.3,508,0.0,1.14,1,246.5,211,0.58,1
156,b5_r1_n8_E1_X3b_3,644.7,191,0.001,0.65,1,211.0,91,0.49,1
141,b5_r1_n6_E2_X3b_3,1288.6,504,0.0,1.8,1,99.9,211,0.23,1
962,b10_r3_n4_E1_X1_8,2841.0,535,0.018,1.57,1,-486.7,262,-1.14,0
2603,b30_r3_n4_E2_X7_5,2481.2,30,0.031,1.29,1,-593.7,20,-1.39,0
902,b10_r3_n2_E1_X1_8,3126.9,557,0.011,1.99,1,-1150.5,272,-2.7,0
932,b10_r3_n3_E1_X1_8,3126.9,557,0.011,1.99,1,-1150.5,272,-2.7,0
