ci,name,is_pnl,is_ntrd,c0,c1,c2
208,atr7_m0p5_r3_n5_E1_X3b_1,21240.8,6061,3733.2,9512.7,7995.0
212,atr7_m0p5_r3_n5_E1_X3c_1_5,21240.8,6061,3733.2,9512.7,7995.0
214,atr7_m0p5_r3_n5_E1_X3c_1_3,21240.8,6061,3733.2,9512.7,7995.0
2454,atr20_m0p5_r1_n5_E1_X3c_1_3,17644.1,2859,3192.1,7823.7,6628.3
2448,atr20_m0p5_r1_n5_E1_X3b_1,17643.3,2859,3179.3,7821.1,6642.9
2452,atr20_m0p5_r1_n5_E1_X3c_1_5,17632.6,2859,3179.3,7822.2,6631.1
2534,atr20_m0p5_r2_n5_E1_X3c_1_3,16557.2,2636,3039.3,7336.3,6181.7
2528,atr20_m0p5_r2_n5_E1_X3b_1,16555.3,2636,3040.5,7331.2,6183.6
2532,atr20_m0p5_r2_n5_E1_X3c_1_5,16554.7,2636,3039.9,7331.2,6183.6
1248,atr14_m0p5_r1_n5_E1_X3b_1,15945.5,2551,2864.6,7222.0,5858.8
1252,atr14_m0p5_r1_n5_E1_X3c_1_5,15941.3,2551,2864.6,7209.5,5867.2
1254,atr14_m0p5_r1_n5_E1_X3c_1_3,15931.4,2551,2867.8,7188.9,5874.7
1328,atr14_m0p5_r2_n5_E1_X3b_1,15209.4,2406,2870.5,6841.3,5497.6
1332,atr14_m0p5_r2_n5_E1_X3c_1_5,15205.3,2406,2869.9,6841.3,5494.0
1334,atr14_m0p5_r2_n5_E1_X3c_1_3,15203.8,2406,2869.3,6844.1,5490.4
2624,atr20_m0p5_r3_n6_E1_X3b_1,14989.2,3150,2836.9,6522.3,5630.0
2630,atr20_m0p5_r3_n6_E1_X3c_1_3,14989.2,3150,2836.9,6522.3,5630.0
2628,atr20_m0p5_r3_n6_E1_X3c_1_5,14989.2,3150,2836.9,6522.3,5630.0
1430,atr14_m0p5_r3_n6_E1_X3c_1_3,14458.5,3154,2759.5,6460.4,5238.7
1424,atr14_m0p5_r3_n6_E1_X3b_1,14458.5,3154,2759.5,6460.4,5238.7
1428,atr14_m0p5_r3_n6_E1_X3c_1_5,14458.5,3154,2759.5,6460.4,5238.7
54,atr7_m0p5_r1_n5_E1_X3c_1_3,13763.2,2109,2484.6,6176.0,5102.6
52,atr7_m0p5_r1_n5_E1_X3c_1_5,13755.8,2109,2490.4,6172.0,5093.4
48,atr7_m0p5_r1_n5_E1_X3b_1,13755.7,2109,2485.7,6172.0,5098.1
228,atr7_m0p5_r3_n6_E1_X3c_1_5,13571.6,3129,2479.0,5968.3,5124.3
230,atr7_m0p5_r3_n6_E1_X3c_1_3,13571.6,3129,2479.0,5968.3,5124.3
224,atr7_m0p5_r3_n6_E1_X3b_1,13571.6,3129,2479.0,5968.3,5124.3
132,atr7_m0p5_r2_n5_E1_X3c_1_5,13223.6,2061,2354.3,6027.0,4842.4
128,atr7_m0p5_r2_n5_E1_X3b_1,13220.6,2061,2354.9,6023.4,4842.4
134,atr7_m0p5_r2_n5_E1_X3c_1_3,13216.0,2061,2353.7,6021.3,4841.1
2662,atr20_m1p0_r1_n3_E1_X3c_1_3,11773.8,6721,1703.9,5898.3,4171.6
2660,atr20_m1p0_r1_n3_E1_X3c_1_5,11595.7,6703,1778.3,5864.5,3952.9
2656,atr20_m1p0_r1_n3_E1_X3b_1,11325.8,6674,1688.4,5697.1,3940.2
2740,atr20_m1p0_r2_n3_E1_X3c_1_5,10868.6,11173,808.3,5546.8,4513.6
2736,atr20_m1p0_r2_n3_E1_X3b_1,10865.0,11170,818.5,5528.5,4518.0
2742,atr20_m1p0_r2_n3_E1_X3c_1_3,10813.6,11174,795.4,5532.6,4485.7
1462,atr14_m1p0_r1_n3_E1_X3c_1_3,10604.6,6440,1297.7,5256.6,4050.3
2470,atr20_m0p5_r1_n6_E1_X3c_1_3,10395.4,1064,1947.7,4257.9,4189.8
1456,atr14_m1p0_r1_n3_E1_X3b_1,10390.5,6399,1072.6,5348.9,3968.9
2464,atr20_m0p5_r1_n6_E1_X3b_1,10375.4,1064,1941.9,4257.9,4175.6
2468,atr20_m0p5_r1_n6_E1_X3c_1_5,10375.4,1064,1941.9,4257.9,4175.6
1460,atr14_m1p0_r1_n3_E1_X3c_1_5,10353.8,6428,1258.1,4995.6,4100.1
1536,atr14_m1p0_r2_n3_E1_X3b_1,10060.7,10938,920.0,5150.3,3990.4
1540,atr14_m1p0_r2_n3_E1_X3c_1_5,10058.8,10941,914.1,5157.6,3987.1
1542,atr14_m1p0_r2_n3_E1_X3c_1_3,10044.1,10946,922.2,5134.1,3987.8
2550,atr20_m0p5_r2_n6_E1_X3c_1_3,9730.6,1014,1918.2,4021.4,3791.1
2548,atr20_m0p5_r2_n6_E1_X3c_1_5,9730.6,1014,1918.2,4021.4,3791.1
2544,atr20_m0p5_r2_n6_E1_X3b_1,9730.6,1014,1918.2,4021.4,3791.1
2519,atr20_m0p5_r2_n4_E1_X3c_2_3,9380.9,7659,713.0,5357.6,3310.3
2517,atr20_m0p5_r2_n4_E1_X3c_2_5,9290.2,7648,655.4,5379.4,3255.3
2453,atr20_m0p5_r1_n5_E1_X3c_2_5,9260.1,2846,1508.5,4009.0,3742.6
2455,atr20_m0p5_r1_n5_E1_X3c_2_3,9178.5,2849,1539.8,3932.4,3706.2
2449,atr20_m0p5_r1_n5_E1_X3b_2,9123.5,2845,1473.0,3940.7,3709.8
1270,atr14_m0p5_r1_n6_E1_X3c_1_3,9064.2,899,1631.8,3764.8,3667.5
1268,atr14_m0p5_r1_n6_E1_X3c_1_5,9059.0,899,1631.8,3764.8,3662.3
1264,atr14_m0p5_r1_n6_E1_X3b_1,9059.0,899,1631.8,3764.8,3662.3
2513,atr20_m0p5_r2_n4_E1_X3b_2,8990.3,7636,601.6,5294.3,3094.3
2535,atr20_m0p5_r2_n5_E1_X3c_2_3,8747.1,2629,1332.2,3922.1,3492.8
2533,atr20_m0p5_r2_n5_E1_X3c_2_5,8727.3,2627,1330.8,3891.5,3505.0
2439,atr20_m0p5_r1_n4_E1_X3c_2_3,8641.5,9275,887.2,4642.9,3111.4
2437,atr20_m0p5_r1_n4_E1_X3c_2_5,8620.6,9255,819.6,4697.1,3103.9
2529,atr20_m0p5_r2_n5_E1_X3b_2,8592.4,2625,1270.8,3880.1,3441.5
1350,atr14_m0p5_r2_n6_E1_X3c_1_3,8585.5,883,1686.5,3547.5,3351.4
1344,atr14_m0p5_r2_n6_E1_X3b_1,8585.5,883,1686.5,3547.5,3351.4
1348,atr14_m0p5_r2_n6_E1_X3c_1_5,8585.5,883,1686.5,3547.5,3351.4
260,atr7_m1p0_r1_n3_E1_X3c_1_5,8377.9,5920,876.9,4435.1,3066.0
262,atr7_m1p0_r1_n3_E1_X3c_1_3,8367.9,5929,914.2,4423.3,3030.4
1319,atr14_m0p5_r2_n4_E1_X3c_2_3,8335.9,7286,503.5,4818.2,3014.2
1317,atr14_m0p5_r2_n4_E1_X3c_2_5,8238.8,7274,466.9,4664.1,3107.9
2433,atr20_m0p5_r1_n4_E1_X3b_2,8228.7,9228,807.1,4478.1,2943.4
1255,atr14_m0p5_r1_n5_E1_X3c_2_3,8226.5,2544,1299.8,3805.3,3121.4
1253,atr14_m0p5_r1_n5_E1_X3c_2_5,8215.7,2543,1288.5,3806.2,3120.9
1333,atr14_m0p5_r2_n5_E1_X3c_2_5,8118.2,2398,1245.0,3874.7,2998.6
1249,atr14_m0p5_r1_n5_E1_X3b_2,8112.8,2542,1267.2,3798.6,3047.0
1313,atr14_m0p5_r2_n4_E1_X3b_2,8095.2,7267,395.8,4684.1,3015.4
256,atr7_m1p0_r1_n3_E1_X3b_1,8049.1,5900,818.3,4310.0,2920.8
1335,atr14_m0p5_r2_n5_E1_X3c_2_3,8037.3,2402,1246.6,3843.0,2947.7
1329,atr14_m0p5_r2_n5_E1_X3b_2,8008.4,2398,1199.5,3864.7,2944.2
336,atr7_m1p0_r2_n3_E1_X3b_1,7847.5,10468,559.3,4038.8,3249.4
340,atr7_m1p0_r2_n3_E1_X3c_1_5,7773.8,10474,511.4,3976.5,3285.9
342,atr7_m1p0_r2_n3_E1_X3c_1_3,7765.9,10475,494.9,3990.4,3280.6
2609,atr20_m0p5_r3_n5_E1_X3b_2,7708.5,6188,613.4,3938.6,3156.6
70,atr7_m0p5_r1_n6_E1_X3c_1_3,7706.7,775,1415.9,3051.8,3239.0
64,atr7_m0p5_r1_n6_E1_X3b_1,7704.9,775,1420.5,3051.8,3232.6
68,atr7_m0p5_r1_n6_E1_X3c_1_5,7701.5,775,1420.5,3051.8,3229.2
2613,atr20_m0p5_r3_n5_E1_X3c_2_5,7680.6,6188,611.3,3938.6,3130.8
2758,atr20_m1p0_r2_n4_E1_X3c_1_3,7627.5,3721,1228.4,3349.2,3050.0
2756,atr20_m1p0_r2_n4_E1_X3c_1_5,7626.8,3721,1221.1,3350.3,3055.4
2615,atr20_m0p5_r3_n5_E1_X3c_2_3,7623.1,6189,613.1,3920.1,3089.9
2752,atr20_m1p0_r2_n4_E1_X3b_1,7615.7,3721,1222.3,3350.3,3043.1
148,atr7_m0p5_r2_n6_E1_X3c_1_5,7378.1,761,1380.2,3075.2,2922.8
144,atr7_m0p5_r2_n6_E1_X3b_1,7378.1,761,1380.2,3075.2,2922.8
150,atr7_m0p5_r2_n6_E1_X3c_1_3,7374.3,761,1380.2,3075.2,2918.9
1409,atr14_m0p5_r3_n5_E1_X3b_2,7310.5,6204,594.0,4130.2,2586.3
1415,atr14_m0p5_r3_n5_E1_X3c_2_3,7300.3,6204,594.2,4114.8,2591.3
1413,atr14_m0p5_r3_n5_E1_X3c_2_5,7295.6,6204,595.6,4132.1,2567.9
1552,atr14_m1p0_r2_n4_E1_X3b_1,7194.7,3834,1172.0,3292.7,2730.1
1556,atr14_m1p0_r2_n4_E1_X3c_1_5,7192.4,3834,1161.5,3296.4,2734.5
1558,atr14_m1p0_r2_n4_E1_X3c_1_3,7178.0,3834,1174.6,3257.4,2746.1
1239,atr14_m0p5_r1_n4_E1_X3c_2_3,7121.0,8683,666.5,3942.2,2512.3
1237,atr14_m0p5_r1_n4_E1_X3c_2_5,6966.6,8672,690.9,3860.9,2414.8
2625,atr20_m0p5_r3_n6_E1_X3b_2,6939.1,3131,947.8,3164.4,2826.8
2629,atr20_m0p5_r3_n6_E1_X3c_2_5,6939.1,3131,947.8,3164.4,2826.8
2631,atr20_m0p5_r3_n6_E1_X3c_2_3,6910.6,3132,949.6,3160.4,2800.6
2471,atr20_m0p5_r1_n6_E1_X3c_2_3,6885.8,1063,1268.7,2681.4,2935.6
2469,atr20_m0p5_r1_n6_E1_X3c_2_5,6875.2,1063,1268.9,2683.9,2922.3
2465,atr20_m0p5_r1_n6_E1_X3b_2,6849.6,1063,1255.6,2687.5,2906.5
1233,atr14_m0p5_r1_n4_E1_X3b_2,6811.5,8648,717.3,3751.6,2342.5
53,atr7_m0p5_r1_n5_E1_X3c_2_5,6663.9,2102,1179.7,2970.4,2513.7
55,atr7_m0p5_r1_n5_E1_X3c_2_3,6653.6,2103,1150.1,2974.8,2528.7
133,atr7_m0p5_r2_n5_E1_X3c_2_5,6607.0,2055,932.1,3218.1,2456.8
135,atr7_m0p5_r2_n5_E1_X3c_2_3,6549.5,2057,938.3,3136.2,2474.9
49,atr7_m0p5_r1_n5_E1_X3b_2,6532.8,2101,1126.4,2968.1,2438.3
2549,atr20_m0p5_r2_n6_E1_X3c_2_5,6526.8,1013,1210.2,2622.2,2694.4
2551,atr20_m0p5_r2_n6_E1_X3c_2_3,6508.3,1013,1202.8,2626.6,2678.9
129,atr7_m0p5_r2_n5_E1_X3b_2,6502.4,2054,883.3,3186.3,2432.8
2545,atr20_m0p5_r2_n6_E1_X3b_2,6495.7,1013,1192.1,2637.2,2666.4
2678,atr20_m1p0_r1_n4_E1_X3c_1_3,6205.2,913,1404.5,2338.9,2461.8
2676,atr20_m1p0_r1_n4_E1_X3c_1_5,6153.1,913,1401.4,2344.5,2407.2
1431,atr14_m0p5_r3_n6_E1_X3c_2_3,6117.6,3138,848.1,3042.0,2227.5
2672,atr20_m1p0_r1_n4_E1_X3b_1,6107.9,913,1385.3,2343.8,2378.8
2322,atr14_m3p0_r3_n2_E1_X3b_3,6099.9,473,332.1,3617.2,2150.5
1429,atr14_m0p5_r3_n6_E1_X3c_2_5,6093.8,3138,849.5,3038.5,2205.8
1425,atr14_m0p5_r3_n6_E1_X3b_2,6082.0,3138,846.1,3036.6,2199.3
1269,atr14_m0p5_r1_n6_E1_X3c_2_5,5972.3,899,1037.2,2461.8,2473.3
1271,atr14_m0p5_r1_n6_E1_X3c_2_3,5962.0,899,1037.2,2454.7,2470.1
1265,atr14_m0p5_r1_n6_E1_X3b_2,5943.6,899,1037.3,2454.8,2451.4
2370,atr14_m3p0_r3_n5_E1_X3b_3,5898.4,232,386.6,5186.3,325.4
1349,atr14_m0p5_r2_n6_E1_X3c_2_5,5696.2,883,1031.1,2387.8,2277.3
1351,atr14_m0p5_r2_n6_E1_X3c_2_3,5691.7,883,1036.3,2378.9,2276.5
1345,atr14_m0p5_r2_n6_E1_X3b_2,5666.8,883,1025.2,2369.5,2272.1
358,atr7_m1p0_r2_n4_E1_X3c_1_3,5652.4,3714,660.5,2460.9,2531.0
356,atr7_m1p0_r2_n4_E1_X3c_1_5,5613.2,3714,664.0,2409.3,2539.9
352,atr7_m1p0_r2_n4_E1_X3b_1,5593.3,3714,660.5,2404.7,2528.1
2902,atr20_m1p5_r1_n3_E1_X3c_1_3,5446.1,2060,606.0,2701.7,2138.4
215,atr7_m0p5_r3_n5_E1_X3c_2_3,5393.7,6000,214.2,2785.8,2393.7
213,atr7_m0p5_r3_n5_E1_X3c_2_5,5380.5,6000,208.3,2771.0,2401.2
209,atr7_m0p5_r3_n5_E1_X3b_2,5364.9,6000,204.6,2771.6,2388.7
2900,atr20_m1p5_r1_n3_E1_X3c_1_5,5288.2,2056,537.1,2674.2,2076.8
2896,atr20_m1p5_r1_n3_E1_X3b_1,5219.7,2048,491.9,2533.4,2194.5
1478,atr14_m1p0_r1_n4_E1_X3c_1_3,5187.3,810,1203.7,1945.8,2037.8
1476,atr14_m1p0_r1_n4_E1_X3c_1_5,5094.1,810,1195.6,1917.2,1981.3
1472,atr14_m1p0_r1_n4_E1_X3b_1,5032.1,810,1173.3,1907.3,1951.5
2354,atr14_m3p0_r3_n4_E1_X3b_3,5012.4,303,427.7,3955.0,629.7
229,atr7_m0p5_r3_n6_E1_X3c_2_5,4972.0,3115,382.3,2466.8,2122.9
225,atr7_m0p5_r3_n6_E1_X3b_2,4969.6,3115,382.3,2467.4,2119.9
231,atr7_m0p5_r3_n6_E1_X3c_2_3,4969.5,3115,388.2,2464.1,2117.2
2327,atr14_m3p0_r3_n2_E1_X3c_2_3,4918.4,722,578.0,2972.8,1367.6
2325,atr14_m3p0_r3_n2_E1_X3c_2_5,4854.7,723,527.0,2969.9,1357.8
2321,atr14_m3p0_r3_n2_E1_X3b_2,4853.0,722,541.3,2956.3,1355.4
2832,atr20_m1p0_r3_n4_E1_X3b_1,4813.9,4818,227.9,2253.5,2332.4
2836,atr20_m1p0_r3_n4_E1_X3c_1_5,4813.9,4818,227.9,2253.5,2332.4
2838,atr20_m1p0_r3_n4_E1_X3c_1_3,4813.9,4818,227.9,2253.5,2332.4
39,atr7_m0p5_r1_n4_E1_X3c_2_3,4805.7,7868,401.1,2595.1,1809.5
2848,atr20_m1p0_r3_n5_E1_X3b_1,4785.2,2904,445.1,2181.2,2158.9
2852,atr20_m1p0_r3_n5_E1_X3c_1_5,4785.2,2904,445.1,2181.2,2158.9
2854,atr20_m1p0_r3_n5_E1_X3c_1_3,4785.2,2904,445.1,2181.2,2158.9
3538,atr20_m3p0_r3_n3_E1_X3b_3,4697.9,473,1007.5,1720.2,1970.3
71,atr7_m0p5_r1_n6_E1_X3c_2_3,4660.1,774,838.8,1773.4,2047.9
69,atr7_m0p5_r1_n6_E1_X3c_2_5,4632.0,774,841.0,1777.4,2013.6
65,atr7_m0p5_r1_n6_E1_X3b_2,4580.2,774,841.0,1782.0,1957.3
37,atr7_m0p5_r1_n4_E1_X3c_2_5,4565.6,7855,409.3,2503.4,1652.9
1696,atr14_m1p5_r1_n3_E1_X3b_1,4535.0,1891,868.4,2076.2,1590.5
151,atr7_m0p5_r2_n6_E1_X3c_2_3,4469.0,761,784.0,1867.9,1817.2
149,atr7_m0p5_r2_n6_E1_X3c_2_5,4450.0,761,774.7,1875.1,1800.2
33,atr7_m0p5_r1_n4_E1_X3b_2,4426.0,7827,341.3,2512.4,1572.3
145,atr7_m0p5_r2_n6_E1_X3b_2,4425.5,761,768.8,1865.2,1791.6
1702,atr14_m1p5_r1_n3_E1_X3c_1_3,4424.2,1902,857.2,2065.3,1501.7
2774,atr20_m1p0_r2_n5_E1_X3c_1_3,4407.6,1241,894.2,1498.5,2014.9
2768,atr20_m1p0_r2_n5_E1_X3b_1,4405.4,1241,898.8,1498.5,2008.0
2772,atr20_m1p0_r2_n5_E1_X3c_1_5,4404.8,1241,898.2,1498.5,2008.0
1568,atr14_m1p0_r2_n5_E1_X3b_1,4367.8,1278,901.1,1439.0,2027.7
1574,atr14_m1p0_r2_n5_E1_X3c_1_3,4367.8,1278,901.1,1439.0,2027.7
1572,atr14_m1p0_r2_n5_E1_X3c_1_5,4367.8,1278,901.1,1439.0,2027.7
1700,atr14_m1p5_r1_n3_E1_X3c_1_5,4365.1,1900,885.8,1971.7,1507.6
278,atr7_m1p0_r1_n4_E1_X3c_1_3,4301.8,746,922.0,1654.1,1725.7
276,atr7_m1p0_r1_n4_E1_X3c_1_5,4262.0,746,920.0,1645.4,1696.7
272,atr7_m1p0_r1_n4_E1_X3b_1,4249.4,746,914.8,1634.9,1699.8
2870,atr20_m1p0_r3_n6_E1_X3c_1_3,4131.5,1775,581.6,1833.0,1716.9
2868,atr20_m1p0_r3_n6_E1_X3c_1_5,4131.5,1775,581.6,1833.0,1716.9
2864,atr20_m1p0_r3_n6_E1_X3b_1,4131.5,1775,581.6,1833.0,1716.9
2346,atr14_m3p0_r3_n3_E2_X3b_3,4082.6,151,73.7,2843.2,1165.8
2359,atr14_m3p0_r3_n4_E1_X3c_2_3,3994.2,358,327.1,3594.7,72.4
2353,atr14_m3p0_r3_n4_E1_X3b_2,3984.4,358,327.1,3594.7,62.6
2357,atr14_m3p0_r3_n4_E1_X3c_2_5,3984.4,358,327.1,3594.7,62.6
2466,atr20_m0p5_r1_n6_E1_X3b_3,3853.8,1059,646.0,1586.1,1621.7
2375,atr14_m3p0_r3_n5_E1_X3c_2_3,3822.8,264,118.3,3678.0,26.5
2369,atr14_m3p0_r3_n5_E1_X3b_2,3813.0,264,118.3,3678.0,16.7
2373,atr14_m3p0_r3_n5_E1_X3c_2_5,3813.0,264,118.3,3678.0,16.7
2343,atr14_m3p0_r3_n3_E1_X3c_2_3,3796.1,520,235.8,3029.3,531.0
2341,atr14_m3p0_r3_n3_E1_X3c_2_5,3751.9,520,217.9,3012.8,521.3
2337,atr14_m3p0_r3_n3_E1_X3b_2,3749.4,520,217.9,3012.8,518.8
2546,atr20_m0p5_r2_n6_E1_X3b_3,3746.5,1012,626.7,1535.8,1584.0
2330,atr14_m3p0_r3_n2_E2_X3b_3,3700.9,224,81.1,3098.4,521.4
2530,atr20_m0p5_r2_n5_E1_X3b_3,3361.1,2597,244.0,1720.4,1396.7
2694,atr20_m1p0_r1_n5_E1_X3c_1_3,3220.9,260,828.8,1016.1,1375.9
2692,atr20_m1p0_r1_n5_E1_X3c_1_5,3218.2,260,828.8,1016.1,1373.2
1122,atr7_m3p0_r3_n2_E1_X3b_3,3205.1,326,300.7,2064.9,839.6
2688,atr20_m1p0_r1_n5_E1_X3b_1,3191.2,260,828.8,1016.1,1346.2
2090,atr14_m2p0_r3_n2_E2_X3b_3,3169.6,531,807.1,1673.3,689.2
1648,atr14_m1p0_r3_n5_E1_X3b_1,3144.6,2706,319.9,1053.8,1770.9
1654,atr14_m1p0_r3_n5_E1_X3c_1_3,3142.9,2706,319.9,1052.1,1770.9
1652,atr14_m1p0_r3_n5_E1_X3c_1_5,3132.6,2706,319.9,1041.8,1770.9
1266,atr14_m0p5_r1_n6_E1_X3b_3,3110.5,896,511.3,1259.0,1340.3
374,atr7_m1p0_r2_n5_E1_X3c_1_3,3103.2,1300,491.5,1187.9,1423.8
372,atr7_m1p0_r2_n5_E1_X3c_1_5,3103.2,1300,491.5,1187.9,1423.8
368,atr7_m1p0_r2_n5_E1_X3b_1,3103.2,1300,491.5,1187.9,1423.8
1346,atr14_m0p5_r2_n6_E1_X3b_3,3063.0,881,479.9,1290.6,1292.5
1250,atr14_m0p5_r1_n5_E1_X3b_3,3030.9,2513,197.9,1521.7,1311.3
3554,atr20_m3p0_r3_n4_E1_X3b_3,3021.3,374,748.4,1965.6,307.3
3586,atr20_m3p0_r3_n6_E1_X3b_3,2993.1,192,505.7,2450.1,37.3
2450,atr20_m0p5_r1_n5_E1_X3b_3,2971.1,2813,403.3,1208.3,1359.5
1330,atr14_m0p5_r2_n5_E1_X3b_3,2931.4,2372,94.3,1719.5,1117.6
2258,atr14_m3p0_r2_n3_E1_X3b_3,2888.5,715,132.8,1426.4,1329.2
1494,atr14_m1p0_r1_n5_E1_X3c_1_3,2832.6,239,684.0,879.9,1268.7
1632,atr14_m1p0_r3_n4_E1_X3b_1,2831.3,4454,29.7,1290.0,1511.6
1638,atr14_m1p0_r3_n4_E1_X3c_1_3,2830.0,4455,29.7,1288.7,1511.6
1636,atr14_m1p0_r3_n4_E1_X3c_1_5,2819.7,4455,29.7,1278.4,1511.6
3450,atr20_m3p0_r2_n2_E2_X3b_3,2802.3,483,109.0,1673.5,1019.8
1492,atr14_m1p0_r1_n5_E1_X3c_1_5,2792.1,239,684.0,879.9,1228.1
3525,atr20_m3p0_r3_n2_E1_X3c_2_5,2791.7,874,301.2,1045.1,1445.4
3521,atr20_m3p0_r3_n2_E1_X3b_2,2787.1,874,296.6,1045.1,1445.4
1488,atr14_m1p0_r1_n5_E1_X3b_1,2774.4,239,684.0,879.9,1210.5
502,atr7_m1p5_r1_n3_E1_X3c_1_3,2741.1,1705,396.2,1407.0,937.8
1664,atr14_m1p0_r3_n6_E1_X3b_1,2738.7,1659,344.2,956.4,1438.1
1670,atr14_m1p0_r3_n6_E1_X3c_1_3,2737.0,1659,344.2,954.7,1438.1
